//// client 4

//// Jogging
{-8.35,-5.41,-5.7477865, 14.48,3.87,3.336985, 5.86,0.19,-3.0237172, -1.88,16.7,0.46309182, 4.02,19.57,-1.0351465, 11.56,1.42,11.958665, 7.63,-6.28,3.214402, 5.56,2.91,-0.84446156, 16.55,18.24,-0.42223078, 16.59,19.57,9.343558, 15.36,11.8,-3.8273177, -6.17,3.53,-2.9147544, -11.88,0.27,-0.08172209, -6.28,-2.56,-4.7535014, 18.92,-0.08,-0.0, 3.68,9.89,3.1054392, -3.17,17.86,-2.3426998, 8.35,19.53,-1.3075534, 8.77,-8.54,0.313268, 17.01,19.57,9.466142, 13.21,9.81,-3.8273177, -7.21,3.57,-2.0294318, -3.68,-2.14,-5.053149, 19.46,1.95,-2.9147544, 1.12,9.23,6.2108784, -0.76,19.57,-2.6832085, 18.2,17.27,-9.193735, 11.69,0.99,10.56939, 16.44,18.58,-2.7513103, 14.56,12.07,-4.5628166},
{-6.66,3.79,-2.7513103, -12.6,-1.61,0.9942854, -5.2,-2.49,-3.1054392, 18.81,2.45,0.95342433, 0.42,4.06,-1.56634, 7.63,19.57,-2.1111538, 17.69,17.01,-7.6546354, 3.76,0.76,-1.56634, 7.31,-8.2,2.982856, 15.64,19.57,5.8976107, 19.19,17.2,-0.10896278, 0.65,5.43,-2.7921712, -12.68,1.31,0.08172209, -8.62,-2.91,-2.7921712, 12.53,2.79,4.0588636, 6.4,-0.11,-7.43671, -1.38,17.39,2.0294318, 5.13,4.48,2.1792557, 10.95,-6.47,6.1291566, 13.59,19.5,1.7570249, 18.09,19.53,5.8567495, 15.66,2.76,3.0645783, 7.01,2.83,-1.56634, -2.87,16.7,0.10896278, 7.63,3.49,7.082581, 4.79,-4.94,3.0645783, 10.69,-6.24,7.9270425, 19.19,18.7,2.152015, -0.69,4.02,-3.2961242, -13.02,0.15,-0.7218784},
{-9.34,-2.64,-3.405087, 13.25,2.91,2.6832085, 5.48,-0.53,-5.7886477, 1.54,18.01,-1.920469, 16.28,15.55,-8.539958, 16.63,2.15,10.269742, 0.99,0.11,4.099725, 17.47,19.57,6.0474343, 18.43,17.12,-0.7627395, 1.12,5.09,-2.6423476, -7.97,-2.14,-3.173541, 11.45,5.41,4.8216033, 9.11,-3.49,-7.5456724, 4.33,19.53,-0.7218784, 16.7,-0.38,14.328606, 9.96,12.76,-3.8273177, 18.62,19.57,9.534244, 19.31,18.66,1.6480621, 2.91,6.24,-1.3075534, -11.33,0.95,-0.95342433, -8.62,-2.34,-4.0588636, 8.58,5.05,4.0180025, 11.69,0.65,-7.014479, -2.3,12.37,7.5456724, -1.12,19.38,-3.3642259, 15.89,19.57,-3.6774938, 19.57,5.83,4.0180025, 17.67,19.31,5.2165933, 11.6,8.43,-4.2495484, -8.69,3.64,-1.8387469},
{-11.26,-2.34,-1.3756552, -0.42,1.57,-1.4982382, 19.31,6.09,-7.5456724, -7.86,3.79,6.5922484, -1.33,19.23,-3.7864566, 15.85,19.57,-1.1168685, 19.57,6.32,2.2609777, 7.7,-1.42,2.2201166, 3.49,-7.5,0.313268, 8.43,-2.91,5.175732, 7.01,2.34,-0.46309182, 16.21,17.39,-2.6832085, 17.12,19.57,9.466142, 14.75,12.18,-2.6832085, -4.48,2.68,-2.6423476, -11.88,0.15,-0.27240697, -6.02,-2.96,-8.267551, 18.47,2.87,5.829509, 3.72,9,3.759216, -5.01,14.06,-3.9499009, 3.41,18.5,-3.445948, 19.15,18.81,-7.5456724, 19.08,1.12,13.402422, 3.83,1.42,-3.0645783, 16.17,19.57,9.507003, 17.69,14.41,-2.1111538, -2.6,2.72,-2.982856, -13.78,-0.95,-1.4982382, -7.16,-2.41,-5.8976107, 15.02,7.21,6.742072},
{3.87,0.93,-4.099725, 2.79,19.57,-3.5957718, 5.09,0.93,-5.706926, 12.79,12.95,-3.0645783, 15.64,19.57,4.862464, 19.23,17.12,0.7627395, 1.57,4.29,-2.3699405, -13.87,0.19,0.040861044, -6.36,-1.57,-6.3607025, 2.37,11.18,8.349273, 5.18,19.46,-1.9885708, 19.57,18.54,-9.466142, 3.79,-5.98,0.6537767, 18.47,19,1.9885708, 11.56,10.5,-3.5957718, -11.18,3.79,-2.6014864, -12.95,-2.26,-3.0237172, -1.5,-0.69,-2.6423476, 17.12,2.45,-4.2086873, -2.3,8.28,3.445948, 3.41,2.53,-2.7921712, 12.15,13.44,-4.2086873, 19.27,16.7,1.6889231, 1.18,3.72,-3.255263, -13.1,2.6,-0.23154591, -9.43,-0.57,-4.1814466, 5.41,1.54,2.1792557, 12.64,-3.02,-7.3958488, 1.95,14.9,6.851035, -0.84,18.96,-3.445948},
{11.41,19.57,-2.8330324, 4.33,-7.89,-1.0351465, 9.62,-4.75,5.175732, 10.31,7.31,-3.8681788, -10.8,3.06,-2.8330324, -11.37,-4.14,-2.5606253, -1.88,0.76,-5.7886477, 18.01,4.82,-0.8036005, -0.65,18.89,-3.445948, 14.75,0.27,12.53072, 7.12,1.88,2.5333846, 14.52,16.25,-4.9850473, 16.7,19.57,11.032481, 18.47,13.82,-1.3756552, -0.69,3.64,-4.0588636, -13.06,1.84,-1.4165162, -9.96,-3.83,-6.782933, 13.82,3.11,5.9793324, 9.23,10.99,-1.6480621, -10.42,11.3,-4.7943625, 4.06,19.53,-0.10896278, 18.96,19.53,-6.932757, 18.92,3.95,6.3607025, 7.55,-0.38,1.6889231, 15.7,19.57,9.043911, -10.61,-0.99,-2.6423476, -2.03,2.79,-1.1168685, -2.11,9.08,2.9147544, -3.21,18.66,-2.7240696, 5.94,19.57,-2.1383946},
{18.58,18.92,-7.8180795, 17.67,-0.27,14.519291, 7.44,-2.34,4.099725, 6.21,6.82,-1.525479, 15.6,19.15,-2.6832085, 9.85,9.51,-2.7240696, -10.42,5.05,-0.23154591, -10.88,-1.31,-0.42223078, -0.15,0.65,-5.134871, 18.47,3.3,-2.4516625, -0.3,9.04,3.7864566, -3.36,18.58,-1.9477097, 5.05,19.57,0.88532263, 17.35,19.27,-9.493382, 15.02,-1.69,13.143636, 12.34,14.6,-3.8273177, 17.67,16.66,1.5390993, -13.29,1.54,0.3405087, -9.38,-2.83,-4.4810944, 12.11,5.6,3.336985, 9.34,0,-5.938472, -1.12,14.02,4.862464, 0.5,19.57,-1.6480621, 15.89,-0.76,13.375181, 14.63,17.47,-3.336985, 18.09,19.57,7.6954966, 13.53,11.69,-2.1792557, -7.7,5.52,-2.7921712, -13.87,-0.34,-0.23154591, -1.8,2.11,-5.134871},
{17.54,2.34,-4.0180025, -1.5,6.74,2.4108016, -1.5,18.62,-3.405087, 4.75,19.38,0.61291564, 18.5,18.62,-9.234595, 14.14,17.73,-0.3405087, 17.69,19.57,8.117727, 12.18,10.88,-2.4108016, -10.69,4.4,-3.8681788, -13.95,-1.33,-3.9771416, -3.95,-0.08,-4.4810944, 19.53,5.79,0.9942854, -4.67,1.76,1.7570249, -2.3,19.53,-4.140586, 5.6,19.23,0.95342433, 19.57,16.13,-7.205164, 3.53,-7.5,1.1849703, 12.34,11.11,-3.5957718, 18.85,19.57,5.938472, 16.82,15.24,1.5390993, -3.15,1.73,-3.5957718, -15.09,1.57,0.42223078, -8.16,-0.8,-5.012288, 17.12,4.94,3.759216, 0.65,0.99,-5.134871, -1.61,19.23,-0.19068487, 1.42,19.57,0.53119355, 15.83,19.57,-8.471856, 4.37,-6.13,-6.4015636, 19,19.57,10.760075},
{12.41,9.43,-2.6014864, -11.14,4.06,-1.920469, -13.14,-1.27,-1.879608, -1.73,0.42,-5.8976107, 18.16,4.14,-3.6774938, -1.8,11.03,7.164303, 17.24,19.57,-8.430995, 19.57,6.13,11.073342, 8.39,0.89,-0.6537767, 14.33,14.25,-3.8273177, 18.31,19.57,7.6954966, 16.09,15.02,-0.6537767, -4.75,4.14,-3.0237172, -14.33,3.15,-1.2258313, -9.7,-0.76,-6.932757, 16.7,3.87,2.152015, 5.24,4.44,2.4516625, -4.79,14.98,-2.7513103, 0.8,19.57,-0.88532263, 17.67,19.57,-9.575105, 17.97,-1.14,16.208214, 10.57,7.86,-1.2666923, 18.24,19.57,-0.3405087, 19.46,19.27,6.510526, 3.99,4.9,-3.336985, -13.91,3.76,-1.879608, -12.87,-2.53,-3.7864566, 7.59,4.56,3.8681788, 9.58,-0.38,-8.158588, -1.31,15.7,2.9147544},
{1.61,19.53,0.95342433, 19.5,1.04,11.223166, 4.63,-1.5,-4.630918, 16.09,14.79,-3.9090397, 18.7,19.57,7.5456724, 14.82,13.38,-1.920469, -7.4,2.3,-4.5219555, -13.95,2.41,-0.50395286, -6.17,0.27,-5.8976107, 19.19,4.02,-1.8387469, 0.69,11.41,3.568531, -6.55,18.47,-2.5333846, 9.47,19.57,0.46309182, 19.31,15.85,-7.9270425, 14.02,-1.88,9.956474, 3.11,-9.3,-3.8681788, 17.2,18.09,-4.099725, 18.96,19.57,8.308413, 6.93,7.44,-3.9771416, -14.82,2.76,-1.4165162, -11.99,-1.12,-2.1383946, 3.72,2.53,2.4925237, 14.71,0.53,-7.8861814, -3.45,15.94,2.9556155, 19.57,16.36,-10.923519, 12.22,-2.07,8.390134, 5.63,-8.92,0.5720546, 9.11,4.06,-2.3426998, 18.96,19.04,-1.920469, 19.57,19.5,8.390134},
{6.21,7.27,-3.445948, -12.64,4.06,-2.982856, -12.72,-1.65,-2.5333846, -1.18,1.18,-1.7978859, 17.62,4.29,-5.284695, -0.15,12.34,3.5276701, -5.05,19.38,0.6946377, 14.21,19.57,0.6946377, 17.77,-0.5,14.9006605, 8.66,3.38,-1.4165162, 17.2,17.58,-2.9556155, 11.54,9.08,-3.6774938, -9.92,2.41,-5.012288, -15.09,1.8,-2.070293, -6.74,0.65,-5.284695, 18.89,5.18,3.5276701, 2.91,8.77,-3.214402, -3.36,17.01,-1.2258313, 1.92,-2.22,-3.9499009, 18.54,19.57,6.66035, 16.82,14.79,-1.334794, -3.64,2.87,-3.405087, -14.37,1.88,0.19068487, -9.04,-1.73,-6.701211, 16.59,4.52,4.0180025, 2.07,3.91,-0.6537767, -5.01,19.53,-2.4108016, 3.76,19.57,0.6537767, 18.43,19.5,-9.534244, 0.99,-5.37,-5.09401},
{9.7,-6.4,0.3405087, 18.09,14.29,-2.0294318, -13.91,2.34,-1.56634, -10.27,-1.99,-6.4015636, 12.03,4.48,4.862464, 1.27,19.31,-2.9556155, 2.11,19.57,0.040861044, 5.83,-6.32,1.56634, 10,-5.48,6.0882955, 19.53,19.53,7.0553403, 6.97,8.69,-2.4516625, -11.5,2.72,-1.4165162, -11.56,-1.27,-1.2666923, 1.73,1.33,3.173541, 0.46,14.94,1.3756552, -1.8,19.57,-0.5720546, 13.48,19.53,-4.140586, 19.57,8.54,4.8216033, 7.44,-1.42,-0.6946377, 5.79,-7.63,1.4982382, 18.54,19.57,8.580819, -5.94,4.29,-3.445948, -13.72,0.57,0.38136974, -6.66,-1.99,-6.932757, 18.66,5.09,3.8681788, 2.91,9.23,3.5276701, 5.71,-1.18,-1.4982382, 9.62,6.24,-3.173541, 19.42,19.5,7.3549876, 7.63,7.55,-4.1814466},
